"","source","intervention","date","domestic","group"
"4919","India Abroad","pre",1997-07-11,"International","Indian Americans"
"4920","India Abroad","pre",1997-07-11,"Domestic","Indian Americans"
"4921","India Abroad","pre",1997-07-11,"International","Indian Americans"
"4922","India Abroad","pre",1997-07-11,"International","Indian Americans"
"4923","India Abroad","pre",1997-07-11,"Domestic","Indian Americans"
"4924","India Abroad","pre",1997-07-11,"International","Indian Americans"
"4925","India Abroad","pre",1997-07-11,"International","Indian Americans"
"4926","India Abroad","pre",1997-07-11,"International","Indian Americans"
"4927","India Abroad","pre",1997-07-10,"International","Indian Americans"
"4928","India Abroad","pre",1997-07-10,"Domestic","Indian Americans"
"4929","India - West","pre",1997-07-04,"Domestic","Indian Americans"
"4930","The Arab American News","pre",1997-07-04,"Domestic","Arab Americans"
"4931","India Abroad","pre",1997-07-04,"Domestic","Indian Americans"
"4932","India Abroad","pre",1997-07-04,"International","Indian Americans"
"4933","India Abroad","pre",1997-07-04,"Domestic","Indian Americans"
"4934","India Abroad","pre",1997-07-04,"Domestic","Indian Americans"
"4935","India - West","post",2001-12-21,"Domestic","Indian Americans"
"4936","News India - Times","post",2001-12-14,"Domestic","Indian Americans"
"4937","News India - Times","post",2001-12-14,"Domestic","Indian Americans"
"4938","News India - Times","post",2001-12-14,"Domestic","Indian Americans"
"4939","News India - Times","post",2001-12-14,"Domestic","Indian Americans"
"4940","News India - Times","post",2001-12-14,"Domestic","Indian Americans"
"4941","India Abroad","post",2001-12-14,"Domestic","Indian Americans"
"4942","India Abroad","post",2001-12-14,"International","Indian Americans"
"4943","India Abroad","post",2001-12-14,"Domestic","Indian Americans"
"4944","India Abroad","post",2001-12-14,"International","Indian Americans"
"4945","India Abroad","post",2001-12-14,"International","Indian Americans"
"4946","India Abroad","post",2001-12-14,"International","Indian Americans"
"4947","India Abroad","post",2001-12-14,"International","Indian Americans"
"4948","India Abroad","post",2001-12-14,"Domestic","Indian Americans"
"4949","India Abroad","post",2001-12-14,"Domestic","Indian Americans"
"4950","India Abroad","post",2001-12-14,"International","Indian Americans"
"4951","India Abroad","post",2001-12-14,"International","Indian Americans"
"4952","India Abroad","post",2001-12-14,"Domestic","Indian Americans"
"4953","India Abroad","post",2001-12-14,"Domestic","Indian Americans"
"4954","India Abroad","post",2001-12-14,"Domestic","Indian Americans"
"4955","India - West","post",2001-12-07,"Domestic","Indian Americans"
"4956","India - West","post",2001-12-07,"Domestic","Indian Americans"
"4957","India - West","post",2001-12-07,"Domestic","Indian Americans"
"4958","India - West","post",2001-12-07,"Domestic","Indian Americans"
"4959","India Abroad","post",2001-12-07,"Domestic","Indian Americans"
"4960","India Abroad","post",2001-12-07,"Domestic","Indian Americans"
"4961","India Abroad","post",2001-12-07,"International","Indian Americans"
"4962","India Abroad","post",2001-12-07,"Domestic","Indian Americans"
"4963","India Abroad","post",2001-12-07,"International","Indian Americans"
"4964","India Abroad","post",2001-12-07,"Domestic","Indian Americans"
"4965","India Abroad","post",2001-12-07,"Domestic","Indian Americans"
"4966","India Abroad","post",2001-12-07,"Domestic","Indian Americans"
"4967","India Abroad","post",2001-12-07,"Domestic","Indian Americans"
"4968","India Abroad","post",2001-12-07,"International","Indian Americans"
"4969","India Abroad","post",2001-12-07,"International","Indian Americans"
"4970","News India - Times","post",2001-11-30,"Domestic","Indian Americans"
"4971","News India - Times","post",2001-11-30,"Domestic","Indian Americans"
"4972","India - West","post",2001-11-30,"Domestic","Indian Americans"
"4973","India - West","post",2001-11-30,"Domestic","Indian Americans"
"4974","The Arab American News","post",2001-11-30,"Domestic","Arab Americans"
"4975","India Abroad","post",2001-11-30,"International","Indian Americans"
"4976","India Abroad","post",2001-11-30,"Domestic","Indian Americans"
"4977","The Arab American News","post",2001-11-30,"Domestic","Arab Americans"
"4978","The Arab American News","post",2001-11-30,"Domestic","Arab Americans"
"4979","India Abroad","post",2001-11-30,"Domestic","Indian Americans"
"4980","India Abroad","post",2001-11-30,"Domestic","Indian Americans"
"4981","India Abroad","post",2001-11-30,"International","Indian Americans"
"4982","India Abroad","post",2001-11-30,"Domestic","Indian Americans"
"4983","The Arab American News","post",2001-11-30,"Domestic","Arab Americans"
"4984","India Abroad","post",2001-11-30,"Domestic","Indian Americans"
"4985","India Abroad","post",2001-11-30,"Domestic","Indian Americans"
"4986","India Abroad","post",2001-11-30,"International","Indian Americans"
"4987","India Abroad","post",2001-11-30,"Domestic","Indian Americans"
"4988","News India - Times","post",2001-11-23,"Domestic","Indian Americans"
"4989","News India - Times","post",2001-11-23,"Domestic","Indian Americans"
"4990","News India - Times","post",2001-11-23,"Domestic","Indian Americans"
"4991","News India - Times","post",2001-11-23,"Domestic","Indian Americans"
"4992","India - West","post",2001-11-23,"Domestic","Indian Americans"
"4993","India - West","post",2001-11-23,"Domestic","Indian Americans"
"4994","The Arab American News","post",2001-11-23,"Domestic","Arab Americans"
"4995","The Arab American News","post",2001-11-23,"Domestic","Arab Americans"
"4996","The Arab American News","post",2001-11-23,"Domestic","Arab Americans"
"4997","The Arab American News","post",2001-11-23,"Domestic","Arab Americans"
"4998","News India - Times","post",2001-11-16,"Domestic","Indian Americans"
"4999","News India - Times","post",2001-11-16,"Domestic","Indian Americans"
"5000","News India - Times","post",2001-11-16,"Domestic","Indian Americans"
"5001","News India - Times","post",2001-11-16,"Domestic","Indian Americans"
"5002","News India - Times","post",2001-11-16,"Domestic","Indian Americans"
"5003","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5004","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5005","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5006","India Abroad","post",2001-11-16,"International","Indian Americans"
"5007","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5008","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5009","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5010","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5011","India Abroad","post",2001-11-16,"Domestic","Indian Americans"
"5012","News India - Times","post",2001-11-09,"International","Indian Americans"
"5013","News India - Times","post",2001-11-09,"Domestic","Indian Americans"
"5014","India - West","post",2001-11-09,"Domestic","Indian Americans"
"5015","India - West","post",2001-11-09,"Domestic","Indian Americans"
"5016","India - West","post",2001-11-09,"Domestic","Indian Americans"
"5017","India Abroad","post",2001-11-09,"Domestic","Indian Americans"
"5018","India Abroad","post",2001-11-09,"Domestic","Indian Americans"
"5019","India Abroad","post",2001-11-09,"Domestic","Indian Americans"
"5020","India Abroad","post",2001-11-09,"Domestic","Indian Americans"
"5021","India Abroad","post",2001-11-09,"Domestic","Indian Americans"
"5022","India - West","post",2002-06-28,"International","Indian Americans"
"5023","India - West","post",2002-06-28,"Domestic","Indian Americans"
"5024","The Arab American News","post",2002-06-28,"Domestic","Arab Americans"
"5025","The Arab American News","post",2002-06-28,"Domestic","Arab Americans"
"5026","India Abroad","post",2002-06-28,"International","Indian Americans"
"5027","News India - Times","post",2002-06-21,"International","Indian Americans"
"5028","News India - Times","post",2002-06-21,"Domestic","Indian Americans"
"5029","News India - Times","post",2002-06-21,"International","Indian Americans"
"5030","News India - Times","post",2002-06-21,"Domestic","Indian Americans"
"5031","India - West","post",2002-06-21,"Domestic","Indian Americans"
"5032","India - West","post",2002-06-21,"Domestic","Indian Americans"
"5033","India - West","post",2002-06-21,"Domestic","Indian Americans"
"5034","India Abroad","post",2002-06-21,"International","Indian Americans"
"5035","India Abroad","post",2002-06-21,"Domestic","Indian Americans"
"5036","India Abroad","post",2002-06-21,"International","Indian Americans"
"5037","The Arab American News","post",2002-06-21,"International","Arab Americans"
"5038","India Abroad","post",2002-06-21,"Domestic","Indian Americans"
"5039","The Arab American News","post",2002-06-21,"Domestic","Arab Americans"
"5040","India Abroad","post",2002-06-21,"International","Indian Americans"
"5041","The Arab American News","post",2002-06-21,"Domestic","Arab Americans"
"5042","News India - Times","post",2002-06-14,"International","Indian Americans"
"5043","News India - Times","post",2002-06-14,"International","Indian Americans"
"5044","News India - Times","post",2002-06-14,"Domestic","Indian Americans"
"5045","India - West","post",2002-06-14,"International","Indian Americans"
"5046","India - West","post",2002-06-14,"Domestic","Indian Americans"
"5047","India - West","post",2002-06-14,"International","Indian Americans"
"5048","India - West","post",2002-06-14,"Domestic","Indian Americans"
"5049","India Abroad","post",2002-06-14,"International","Indian Americans"
"5050","India Abroad","post",2002-06-14,"Domestic","Indian Americans"
"5051","India Abroad","post",2002-06-14,"Domestic","Indian Americans"
"5052","India Abroad","post",2002-06-14,"Domestic","Indian Americans"
"5053","India Abroad","post",2002-06-14,"Domestic","Indian Americans"
"5054","The Arab American News","post",2002-06-14,"Domestic","Arab Americans"
"5055","India Abroad","post",2002-06-14,"Domestic","Indian Americans"
"5056","India Abroad","post",2002-06-14,"Domestic","Indian Americans"
"5057","News India - Times","post",2002-06-07,"International","Indian Americans"
"5058","News India - Times","post",2002-06-07,"Domestic","Indian Americans"
"5059","India - West","post",2002-06-07,"Domestic","Indian Americans"
"5060","India Abroad","post",2002-06-07,"International","Indian Americans"
"5061","India Abroad","post",2002-06-07,"Domestic","Indian Americans"
"5062","India Abroad","post",2002-06-07,"International","Indian Americans"
"5063","India Abroad","post",2002-06-07,"International","Indian Americans"
"5064","India Abroad","post",2002-06-07,"Domestic","Indian Americans"
"5065","India Abroad","post",2002-06-07,"International","Indian Americans"
"5066","News India - Times","post",2002-05-31,"International","Indian Americans"
"5067","India - West","post",2002-05-31,"International","Indian Americans"
"5068","India Abroad","post",2002-05-31,"International","Indian Americans"
"5069","India Abroad","post",2002-05-31,"International","Indian Americans"
"5070","India Abroad","post",2002-05-31,"International","Indian Americans"
"5071","The Arab American News","post",2002-05-31,"International","Arab Americans"
"5072","The Arab American News","post",2002-05-31,"Domestic","Arab Americans"
"5073","The Arab American News","post",2002-05-31,"Domestic","Arab Americans"
"5074","India Abroad","post",2002-05-31,"Domestic","Indian Americans"
"5075","India Abroad","post",2002-05-31,"International","Indian Americans"
"5076","The Arab American News","post",2002-05-31,"Domestic","Arab Americans"
"5077","India Abroad","post",2002-05-31,"Domestic","Indian Americans"
"5078","India Abroad","post",2002-05-31,"Domestic","Indian Americans"
"5079","India Abroad","post",2002-05-31,"Domestic","Indian Americans"
"5080","India Abroad","post",2002-05-31,"Domestic","Indian Americans"
"5081","News India - Times","post",2002-05-24,"Domestic","Indian Americans"
"5082","India - West","post",2002-05-24,"International","Indian Americans"
"5083","India - West","post",2002-05-24,"Domestic","Indian Americans"
"5084","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"5085","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"5086","India Abroad","post",2002-05-24,"Domestic","Indian Americans"
"5087","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"5088","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"5089","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"5090","India Abroad","post",2002-05-24,"International","Indian Americans"
"5091","India Abroad","post",2002-05-24,"Domestic","Indian Americans"
"5092","India Abroad","post",2002-05-24,"International","Indian Americans"
"5093","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"5094","India Abroad","post",2002-05-24,"Domestic","Indian Americans"
"5095","India Abroad","post",2002-05-24,"Domestic","Indian Americans"
"5096","India Abroad","post",2002-05-24,"Domestic","Indian Americans"
"5097","India Abroad","post",2002-05-24,"International","Indian Americans"
"5098","India Abroad","post",2002-05-24,"International","Indian Americans"
"5099","India Abroad","post",2002-05-24,"Domestic","Indian Americans"
"5100","India Abroad","post",2002-05-24,"International","Indian Americans"
"5101","India Abroad","post",2002-05-17,"International","Indian Americans"
"5102","India Abroad","post",2002-05-17,"International","Indian Americans"
"5103","India Abroad","post",2002-05-17,"International","Indian Americans"
"5104","India Abroad","post",2002-05-17,"Domestic","Indian Americans"
"5105","India Abroad","post",2002-05-17,"International","Indian Americans"
"5106","India Abroad","post",2002-05-17,"Domestic","Indian Americans"
"5107","India Abroad","post",2002-05-17,"International","Indian Americans"
"5108","India Abroad","post",2002-05-17,"Domestic","Indian Americans"
"5109","India - West","post",2002-09-13,"Domestic","Indian Americans"
"5110","India - West","post",2002-09-13,"Domestic","Indian Americans"
"5111","India - West","post",2002-09-13,"Domestic","Indian Americans"
"5112","India - West","post",2002-09-13,"Domestic","Indian Americans"
"5113","India Abroad","post",2002-09-13,"Domestic","Indian Americans"
"5114","India Abroad","post",2002-09-13,"Domestic","Indian Americans"
"5115","India Abroad","post",2002-09-13,"Domestic","Indian Americans"
"5116","India Abroad","post",2002-09-13,"Domestic","Indian Americans"
"5117","India Abroad","post",2002-09-13,"Domestic","Indian Americans"
"5118","News India - Times","post",2002-09-06,"Domestic","Indian Americans"
"5119","News India - Times","post",2002-09-06,"International","Indian Americans"
"5120","News India - Times","post",2002-09-06,"Domestic","Indian Americans"
"5121","News India - Times","post",2002-09-06,"Domestic","Indian Americans"
"5122","India - West","post",2002-09-06,"Domestic","Indian Americans"
"5123","India - West","post",2002-09-06,"Domestic","Indian Americans"
"5124","India - West","post",2002-09-06,"Domestic","Indian Americans"
"5125","The Arab American News","post",2002-09-06,"International","Arab Americans"
"5126","The Arab American News","post",2002-09-06,"Domestic","Arab Americans"
"5127","The Arab American News","post",2002-09-06,"Domestic","Arab Americans"
"5128","The Arab American News","post",2002-09-06,"Domestic","Arab Americans"
"5129","The Arab American News","post",2002-09-06,"Domestic","Arab Americans"
"5130","The Arab American News","post",2002-09-06,"Domestic","Arab Americans"
"5131","The Arab American News","post",2002-09-06,"International","Arab Americans"
"5132","India Abroad","post",2002-09-06,"International","Indian Americans"
"5133","India Abroad","post",2002-09-06,"International","Indian Americans"
"5134","India Abroad","post",2002-09-06,"Domestic","Indian Americans"
"5135","India Abroad","post",2002-09-06,"Domestic","Indian Americans"
"5136","India Abroad","post",2002-09-06,"International","Indian Americans"
"5137","India Abroad","post",2002-09-06,"International","Indian Americans"
"5138","India Abroad","post",2002-09-06,"Domestic","Indian Americans"
"5139","News India - Times","post",2002-08-30,"Domestic","Indian Americans"
"5140","News India - Times","post",2002-08-30,"International","Indian Americans"
"5141","News India - Times","post",2002-08-30,"Domestic","Indian Americans"
"5142","The Arab American News","post",2002-08-30,"Domestic","Arab Americans"
"5143","The Arab American News","post",2002-08-30,"Domestic","Arab Americans"
"5144","The Arab American News","post",2002-08-30,"Domestic","Arab Americans"
"5145","The Arab American News","post",2002-08-30,"Domestic","Arab Americans"
"5146","The Arab American News","post",2002-08-30,"Domestic","Arab Americans"
"5147","India Abroad","post",2002-08-30,"International","Indian Americans"
"5148","India Abroad","post",2002-08-30,"International","Indian Americans"
"5149","India Abroad","post",2002-08-30,"Domestic","Indian Americans"
"5150","India Abroad","post",2002-08-30,"International","Indian Americans"
"5151","India Abroad","post",2002-08-30,"International","Indian Americans"
"5152","India Abroad","post",2002-08-30,"International","Indian Americans"
"5153","News India - Times","post",2002-08-23,"Domestic","Indian Americans"
"5154","News India - Times","post",2002-08-23,"Domestic","Indian Americans"
"5155","News India - Times","post",2002-08-23,"Domestic","Indian Americans"
"5156","News India - Times","post",2002-08-23,"Domestic","Indian Americans"
"5157","India - West","post",2002-08-23,"Domestic","Indian Americans"
"5158","The Arab American News","post",2002-08-23,"Domestic","Arab Americans"
"5159","The Arab American News","post",2002-08-23,"International","Arab Americans"
"5160","The Arab American News","post",2002-08-23,"Domestic","Arab Americans"
"5161","The Arab American News","post",2002-08-23,"Domestic","Arab Americans"
"5162","The Arab American News","post",2002-08-23,"Domestic","Arab Americans"
"5163","The Arab American News","post",2002-08-23,"Domestic","Arab Americans"
"5164","India Abroad","post",2002-08-23,"Domestic","Indian Americans"
"5165","India Abroad","post",2002-08-23,"Domestic","Indian Americans"
"5166","India Abroad","post",2002-08-23,"International","Indian Americans"
"5167","News India - Times","post",2002-08-16,"International","Indian Americans"
"5168","News India - Times","post",2002-08-16,"International","Indian Americans"
"5169","News India - Times","post",2002-08-16,"Domestic","Indian Americans"
"5170","The Arab American News","post",2002-08-16,"Domestic","Arab Americans"
"5171","The Arab American News","post",2002-08-16,"Domestic","Arab Americans"
"5172","India Abroad","post",2002-08-16,"Domestic","Indian Americans"
"5173","India Abroad","post",2002-08-16,"International","Indian Americans"
"5174","India Abroad","post",2002-08-16,"Domestic","Indian Americans"
"5175","India Abroad","post",2002-08-16,"International","Indian Americans"
"5176","India Abroad","post",2002-08-16,"Domestic","Indian Americans"
"5177","India Abroad","post",2002-08-16,"International","Indian Americans"
"5178","News India - Times","post",2002-08-09,"Domestic","Indian Americans"
"5179","News India - Times","post",2002-08-09,"International","Indian Americans"
"5180","News India - Times","post",2002-08-09,"International","Indian Americans"
"5181","India - West","post",2002-08-09,"Domestic","Indian Americans"
"5182","The Arab American News","post",2002-08-09,"Domestic","Arab Americans"
"5183","India Abroad","post",2002-08-09,"International","Indian Americans"
"5184","India Abroad","post",2002-08-09,"Domestic","Indian Americans"
"5185","India - West","pre",2000-02-25,"International","Indian Americans"
"5186","The Arab American News","pre",2000-02-25,"Domestic","Arab Americans"
"5187","The Arab American News","pre",2000-02-25,"Domestic","Arab Americans"
"5188","India Abroad","pre",2000-02-25,"International","Indian Americans"
"5189","India Abroad","pre",2000-02-25,"International","Indian Americans"
"5190","News India - Times","pre",2000-02-18,"International","Indian Americans"
"5191","India - West","pre",2000-02-18,"Domestic","Indian Americans"
"5192","India Abroad","pre",2000-02-18,"International","Indian Americans"
"5193","India Abroad","pre",2000-02-18,"Domestic","Indian Americans"
"5194","News India - Times","pre",2000-02-11,"Domestic","Indian Americans"
"5195","News India - Times","pre",2000-02-11,"International","Indian Americans"
"5196","News India - Times","pre",2000-02-11,"International","Indian Americans"
"5197","News India - Times","pre",2000-02-11,"International","Indian Americans"
"5198","News India - Times","pre",2000-02-11,"International","Indian Americans"
"5199","India - West","pre",2000-02-11,"International","Indian Americans"
"5200","India Abroad","pre",2000-02-11,"International","Indian Americans"
"5201","News India - Times","pre",2000-02-04,"International","Indian Americans"
"5202","News India - Times","pre",2000-02-04,"International","Indian Americans"
"5203","News India - Times","pre",2000-02-04,"Domestic","Indian Americans"
"5204","News India - Times","pre",2000-02-04,"International","Indian Americans"
"5205","News India - Times","pre",2000-02-04,"International","Indian Americans"
"5206","India - West","pre",2000-02-04,"Domestic","Indian Americans"
"5207","India Abroad","pre",2000-02-04,"International","Indian Americans"
"5208","The Arab American News","pre",2000-02-04,"Domestic","Arab Americans"
"5209","News India - Times","pre",2000-01-28,"Domestic","Indian Americans"
"5210","News India - Times","pre",2000-01-28,"International","Indian Americans"
"5211","News India - Times","pre",2000-01-28,"Domestic","Indian Americans"
"5212","News India - Times","pre",2000-01-28,"Domestic","Indian Americans"
"5213","India Abroad","pre",2000-01-28,"International","Indian Americans"
"5214","The Arab American News","pre",2000-01-28,"International","Arab Americans"
"5215","India Abroad","pre",2000-01-28,"International","Indian Americans"
"5216","News India - Times","pre",2000-01-21,"Domestic","Indian Americans"
"5217","News India - Times","pre",2000-01-21,"International","Indian Americans"
"5218","News India - Times","pre",2000-01-21,"International","Indian Americans"
"5219","News India - Times","pre",2000-01-21,"Domestic","Indian Americans"
"5220","India - West","pre",2000-01-21,"Domestic","Indian Americans"
"5221","The Arab American News","pre",2000-01-21,"Domestic","Arab Americans"
"5222","The Arab American News","pre",2000-01-21,"International","Arab Americans"
"5223","India Abroad","pre",2000-01-21,"International","Indian Americans"
"5224","The Arab American News","pre",2000-01-21,"Domestic","Arab Americans"
"5225","The Arab American News","pre",2000-01-21,"International","Arab Americans"
"5226","India Abroad","pre",2000-01-21,"International","Indian Americans"
"5227","India Abroad","pre",2000-01-21,"Domestic","Indian Americans"
"5228","News India - Times","pre",2000-01-14,"International","Indian Americans"
"5229","News India - Times","pre",2000-01-14,"Domestic","Indian Americans"
"5230","News India - Times","pre",2000-01-14,"Domestic","Indian Americans"
"5231","India - West","pre",2000-01-14,"International","Indian Americans"
"5232","The Arab American News","pre",2000-01-14,"Domestic","Arab Americans"
"5233","The Arab American News","pre",2000-01-14,"Domestic","Arab Americans"
"5234","India Abroad","pre",2000-01-14,"Domestic","Indian Americans"
"5235","News India - Times","pre",2000-01-07,"Domestic","Indian Americans"
"5236","News India - Times","pre",2000-01-07,"International","Indian Americans"
"5237","India Abroad","pre",2000-01-07,"International","Indian Americans"
"5238","India Abroad","pre",2000-01-07,"International","Indian Americans"
"5239","India Abroad","pre",2000-01-07,"Domestic","Indian Americans"
"5240","News India - Times","pre",1999-12-31,"International","Indian Americans"
"5241","India - West","pre",1999-12-31,"International","Indian Americans"
"5242","India Abroad","pre",1999-12-31,"Domestic","Indian Americans"
"5243","India Abroad","pre",1999-12-31,"International","Indian Americans"
"5244","India Abroad","pre",1999-12-31,"International","Indian Americans"
"5245","India Abroad","pre",1999-12-31,"International","Indian Americans"
"5246","India Abroad","pre",1999-12-31,"Domestic","Indian Americans"
"5247","India Abroad","pre",1999-12-31,"Domestic","Indian Americans"
"5248","India - West","pre",1999-12-24,"International","Indian Americans"
"5249","India Abroad","pre",1999-12-24,"International","Indian Americans"
"5250","India Abroad","pre",1999-12-24,"Domestic","Indian Americans"
"5251","The Arab American News","pre",1999-12-24,"Domestic","Arab Americans"
"5252","India Abroad","pre",1999-12-24,"Domestic","Indian Americans"
"5253","The Arab American News","pre",1999-12-24,"International","Arab Americans"
"5254","India Abroad","pre",1999-12-24,"International","Indian Americans"
"5255","India Abroad","pre",1999-12-24,"Domestic","Indian Americans"
"5256","News India - Times","pre",1999-12-17,"Domestic","Indian Americans"
"5257","News India - Times","pre",1999-12-17,"Domestic","Indian Americans"
"5258","News India - Times","pre",1999-12-17,"International","Indian Americans"
"5259","News India - Times","pre",1999-12-17,"Domestic","Indian Americans"
"5260","News India - Times","pre",1999-12-17,"International","Indian Americans"
"5261","News India - Times","pre",1999-12-17,"International","Indian Americans"
"5262","India Abroad","pre",1999-12-17,"Domestic","Indian Americans"
"5263","India Abroad","pre",1999-12-17,"International","Indian Americans"
"5264","India Abroad","pre",1999-12-17,"Domestic","Indian Americans"
"5265","India Abroad","pre",1999-12-17,"International","Indian Americans"
"5266","India Abroad","pre",1999-12-17,"International","Indian Americans"
"5267","News India - Times","pre",1999-12-10,"International","Indian Americans"
"5268","News India - Times","pre",1999-12-10,"International","Indian Americans"
"5269","India Abroad","pre",1999-12-10,"International","Indian Americans"
"5270","India Abroad","pre",1999-12-10,"Domestic","Indian Americans"
"5271","India - West","post",2004-08-06,"Domestic","Indian Americans"
"5272","India - West","post",2004-08-06,"Domestic","Indian Americans"
"5273","India Abroad","post",2004-08-06,"Domestic","Indian Americans"
"5274","The Arab American News","post",2004-07-31,"International","Arab Americans"
"5275","The Arab American News","post",2004-07-31,"Domestic","Arab Americans"
"5276","News India - Times","post",2004-07-30,"Domestic","Indian Americans"
"5277","India - West","post",2004-07-30,"Domestic","Indian Americans"
"5278","India Abroad","post",2004-07-30,"Domestic","Indian Americans"
"5279","India Abroad","post",2004-07-30,"Domestic","Indian Americans"
"5280","India Abroad","post",2004-07-30,"Domestic","Indian Americans"
"5281","The Arab American News","post",2004-07-24,"Domestic","Arab Americans"
"5282","News India - Times","post",2004-07-23,"Domestic","Indian Americans"
"5283","India Abroad","post",2004-07-23,"Domestic","Indian Americans"
"5284","India Abroad","post",2004-07-23,"International","Indian Americans"
"5285","India Abroad","post",2004-07-23,"Domestic","Indian Americans"
"5286","News India - Times","post",2004-07-16,"Domestic","Indian Americans"
"5287","News India - Times","post",2004-07-16,"Domestic","Indian Americans"
"5288","India - West","post",2004-07-16,"International","Indian Americans"
"5289","India - West","post",2004-07-16,"Domestic","Indian Americans"
"5290","India - West","post",2004-07-16,"Domestic","Indian Americans"
"5291","India Abroad","post",2004-07-16,"International","Indian Americans"
"5292","India Abroad","post",2004-07-16,"International","Indian Americans"
"5293","India Abroad","post",2004-07-16,"Domestic","Indian Americans"
"5294","India Abroad","post",2004-07-16,"Domestic","Indian Americans"
"5295","The Arab American News","post",2004-07-10,"Domestic","Arab Americans"
"5296","The Arab American News","post",2004-07-10,"Domestic","Arab Americans"
"5297","News India - Times","post",2004-07-09,"Domestic","Indian Americans"
"5298","News India - Times","post",2004-07-09,"Domestic","Indian Americans"
"5299","News India - Times","post",2004-07-09,"Domestic","Indian Americans"
"5300","India - West","post",2004-07-09,"International","Indian Americans"
"5301","India - West","post",2004-07-09,"International","Indian Americans"
"5302","India Abroad","post",2004-07-09,"International","Indian Americans"
"5303","India Abroad","post",2004-07-09,"Domestic","Indian Americans"
"5304","India Abroad","post",2004-07-09,"International","Indian Americans"
"5305","The Arab American News","post",2004-07-03,"Domestic","Arab Americans"
"5306","The Arab American News","post",2004-07-03,"Domestic","Arab Americans"
"5307","The Arab American News","post",2004-07-03,"Domestic","Arab Americans"
"5308","News India - Times","post",2004-07-02,"Domestic","Indian Americans"
"5309","News India - Times","post",2004-07-02,"Domestic","Indian Americans"
"5310","India Abroad","post",2004-07-02,"Domestic","Indian Americans"
"5311","India Abroad","post",2004-07-02,"Domestic","Indian Americans"
"5312","News India - Times","post",2004-06-25,"International","Indian Americans"
"5313","News India - Times","post",2004-06-25,"Domestic","Indian Americans"
"5314","India - West","post",2004-06-25,"International","Indian Americans"
"5315","India Abroad","post",2004-06-25,"International","Indian Americans"
"5316","India Abroad","post",2004-06-25,"International","Indian Americans"
"5317","India Abroad","post",2004-06-25,"Domestic","Indian Americans"
"5318","The Arab American News","post",2004-06-19,"Domestic","Arab Americans"
"5319","The Arab American News","post",2004-06-19,"Domestic","Arab Americans"
"5320","News India - Times","post",2004-06-18,"Domestic","Indian Americans"
"5321","India Abroad","post",2004-06-18,"Domestic","Indian Americans"
"5322","India Abroad","post",2004-06-18,"International","Indian Americans"
"5323","The Arab American News","post",2004-06-12,"Domestic","Arab Americans"
"5324","India Abroad","post",2004-06-18,"Domestic","Indian Americans"
"5325","India Abroad","post",2004-06-18,"International","Indian Americans"
"5326","News India - Times","post",2004-06-11,"Domestic","Indian Americans"
"5327","India Abroad","post",2004-06-11,"International","Indian Americans"
"5328","India Abroad","post",2004-06-11,"Domestic","Indian Americans"
"5329","The Arab American News","post",2004-06-05,"Domestic","Arab Americans"
"5330","India Abroad","post",2004-06-11,"Domestic","Indian Americans"
"5331","India Abroad","post",2004-06-11,"International","Indian Americans"
"5332","The Arab American News","post",2004-06-05,"Domestic","Arab Americans"
"5333","News India - Times","post",2004-06-04,"International","Indian Americans"
"5334","News India - Times","post",2004-06-04,"Domestic","Indian Americans"
"5335","India Abroad","post",2004-06-04,"Domestic","Indian Americans"
"5336","The Arab American News","post",2004-06-04,"Domestic","Arab Americans"
"5337","News India - Times","post",2004-05-28,"International","Indian Americans"
"5338","News India - Times","post",2004-05-28,"International","Indian Americans"
"5339","News India - Times","post",2004-05-28,"Domestic","Indian Americans"
"5340","News India - Times","post",2004-05-28,"Domestic","Indian Americans"
"5341","India - West","post",2004-05-28,"Domestic","Indian Americans"
"5342","India Abroad","post",2004-05-28,"International","Indian Americans"
"5343","India Abroad","post",2004-05-28,"International","Indian Americans"
"5344","India Abroad","post",2004-05-28,"International","Indian Americans"
"5345","India Abroad","post",2004-05-28,"Domestic","Indian Americans"
"5346","The Arab American News","post",2004-05-28,"Domestic","Arab Americans"
"5347","The Arab American News","post",2004-05-28,"International","Arab Americans"
"5348","The Arab American News","post",2004-05-28,"Domestic","Arab Americans"
"5349","News India - Times","post",2004-05-21,"International","Indian Americans"
"5350","News India - Times","post",2004-05-21,"Domestic","Indian Americans"
"5351","India - West","post",2004-05-21,"International","Indian Americans"
"5352","India - West","post",2004-05-21,"International","Indian Americans"
"5353","The Arab American News","post",2004-05-15,"Domestic","Arab Americans"
"5354","The Arab American News","post",2004-05-15,"Domestic","Arab Americans"
